정렬No.,출처파일,위치,기기번호,게이트명,표기명,입출구분,공간구분_NM,공간구분_code,세부유형_NM,세부유형_code,Tag_Code,라벨링_활동
462,태깅문,SBL P2,023-18,023-18 P2_GMP_1F_DS-1403(Techcore (PP)),P2_GMP_1F_DS-1403(Techcore (PP)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
463,입출문기록(24.6. ~ 25. 6.),SBL P2,023-18-1-1,023-18 P2_GMP_1F_DS-1403(Techcore (PP)),P2_GMP_1F_DS-1403(Techcore (PP)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
464,태깅문,SBL P2,023-19,023-19 P2_GMP_1F_DS-1403(Techcore (PP)),P2_GMP_1F_DS-1403(Techcore (PP)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
465,입출문기록(24.6. ~ 25. 6.),SBL P2,023-19-1-1,023-19 P2_GMP_1F_DS-1403(Techcore (PP)),P2_GMP_1F_DS-1403(Techcore (PP)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
466,입출문기록(24.6. ~ 25. 6.),SBL P2,023-20-1-1,023-20 P2_GMP_1F_DS-1253(Freeze & Thaw Techcore),P2_GMP_1F_DS-1253(Freeze & Thaw Techcore),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
467,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P2,023-21-01,023-21 P2_GMP_1F_DS-1506(CIP Caustic Acid Room) 입문,P2 GMP 1F DS-1506(CIP Caustic Acid Room) 입문,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
468,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P2,023-21-02,023-21 P2_GMP_1F_DS-1506(CIP Caustic Acid Room) 출문,P2 GMP 1F DS-1506(CIP Caustic Acid Room) 출문,OUT,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
469,입출문기록(24.6. ~ 25. 6.),SBL P2,023-2-1-1,023-02-01-01 P2_DS동_1층_DS-1602(전기실),P2_DS동_1층_DS-1602(전기실),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
470,입출문기록(24.6. ~ 25. 6.),SBL P2,023-21-1-1,023-21 P2_GMP_1F_DS-1506(CIP Caustic Acid Room 입문),P2_GMP_1F_DS-1506(CIP Caustic Acid Room 입문),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
471,입출문기록(24.6. ~ 25. 6.),SBL P2,023-21-1-2,023-21 P2_GMP_1F_DS-1506(CIP Caustic Acid Room 출문),P2_GMP_1F_DS-1506(CIP Caustic Acid Room 출문),OUT,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
472,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P2,023-22-01,023-22 P2_GMP_1F_DS-1505(Utility Room) 입문,P2 GMP 1F DS-1505(Utility Room) 입문,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
473,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P2,023-22-02,023-22 P2_GMP_1F_DS-1505(Utility Room) 출문,P2 GMP 1F DS-1505(Utility Room) 출문,OUT,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
474,입출문기록(24.6. ~ 25. 6.),SBL P2,023-22-1-1,023-22 P2_GMP_1F_DS-1505(Utility Room) 입문,P2_GMP_1F_DS-1505(Utility Room) 입문,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
475,입출문기록(24.6. ~ 25. 6.),SBL P2,023-22-1-2,023-22 P2_GMP_1F_DS-1505(Utility Room) 출문,P2_GMP_1F_DS-1505(Utility Room) 출문,OUT,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
476,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P2,023-23-01,023-23 P2_GMP_1F_DS-1505(Utility Room) 입문,P2 GMP 1F DS-1505(Utility Room) 입문,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
477,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P2,023-23-02,023-23 P2_GMP_1F_DS-1505(Utility Room) 출문,P2 GMP 1F DS-1505(Utility Room) 출문,OUT,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
478,입출문기록(24.6. ~ 25. 6.),SBL P2,023-23-1-1,023-23 P2_GMP_1F_DS-1505(Utility Room) 입문,P2_GMP_1F_DS-1505(Utility Room) 입문,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
479,입출문기록(24.6. ~ 25. 6.),SBL P2,023-23-1-2,023-23 P2_GMP_1F_DS-1505(Utility Room) 출문,P2_GMP_1F_DS-1505(Utility Room) 출문,OUT,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
480,입출문기록(24.6. ~ 25. 6.),SBL P2,023-24-1-1,023-24-01-01 P2_DS동_1층_DS-1504(보일러실 1),P2_DS동_1층_DS-1504(보일러실 1),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
481,태깅문,SBL P2,023-25-01-01,023-25-01-01 P2_DS동_1층_DS-1504(보일러실 2),P2_DS동_1층_DS-1504(보일러실 2),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
482,입출문기록(24.6. ~ 25. 6.),SBL P2,023-25-1-1,023-25-01-01 P2_DS동_1층_DS-1504(보일러실 2),P2_DS동_1층_DS-1504(보일러실 2),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
483,입출문기록(24.6. ~ 25. 6.),SBL P2,023-26-1-1,023-26 P2_GMP_1F_DS-1280(Waste Airlock (PP)),P2_GMP_1F_DS-1280(Waste Airlock (PP)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
484,입출문기록(24.6. ~ 25. 6.),SBL P2,023-27-1-1,023-27 P2_GMP_1F_DS-1401(Techcore (PP)),P2_GMP_1F_DS-1401(Techcore (PP)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
485,태깅문,SBL P2,023-28,023-28 P2_GMP_1F_DS-1505(Utility Room),P2_GMP_1F_DS-1505(Utility Room),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
486,입출문기록(24.6. ~ 25. 6.),SBL P2,023-28-1-1,023-28 P2_GMP_1F_DS-1505(Utility Room),P2_GMP_1F_DS-1505(Utility Room),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
487,태깅문,SBL P2,023-30-01-01,023-30-01-01 P2_DS동_1층_DS-1911(복도(SPINE)),P2_DS동_1층_DS-1911(복도(SPINE)),-,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
488,입출문기록(24.6. ~ 25. 6.),SBL P2,023-30-1-1,023-30 P2_DS동_1층_DS-1911(복도(SPINE 입문)),P2_DS동_1층_DS-1911(복도(SPINE 입문)),IN,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
489,입출문기록(24.6. ~ 25. 6.),SBL P2,023-30-1-2,023-30 P2_DS동_1층_DS-1911(복도(SPINE 출문)),P2_DS동_1층_DS-1911(복도(SPINE 출문)),OUT,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
490,입출문기록(24.6. ~ 25. 6.),SBL P2,023-3-1-1,023-03-01-01 P2_DS동_1층_DS-1601(통신실),P2_DS동_1층_DS-1601(통신실),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
491,입출문기록(24.6. ~ 25. 6.),SBL P2,023-31-1-1,023-31 P2_GMP_1F_DS-1403(Techcore (PP)),P2_GMP_1F_DS-1403(Techcore (PP)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
492,입출문기록(24.6. ~ 25. 6.),SBL P2,023-32-1-1,023-32 P2_GMP_1F_DS-1505(Utility Room),P2_GMP_1F_DS-1505(Utility Room),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
493,입출문기록(24.6. ~ 25. 6.),SBL P2,023-33-1-1,023-33-01-01 P2_DS동_1층_DS-1572(작업복도 2),P2_DS동_1층_DS-1572(작업복도 2),IN,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
494,태깅문,SBL P2,023-34,023-34 P2_GMP_1F_DS-1403(Techcore (PP)),P2_GMP_1F_DS-1403(Techcore (PP)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
495,입출문기록(24.6. ~ 25. 6.),SBL P2,023-34-1-1,023-34 P2_GMP_1F_DS-1403(Techcore (PP)),P2_GMP_1F_DS-1403(Techcore (PP)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
496,태깅문,SBL P2,023-35,023-35 P2_K-GMP_1F_DS-1305(DS Gowning (M)),P2_K-GMP_1F_DS-1305(DS Gowning (M)),IN,근무영역,G,보조업무공간,2,G2,"준비, 식사, 휴게"
497,입출문기록(24.6. ~ 25. 6.),SBL P2,023-35-1-1,023-35 P2_K-GMP_1F_DS-1305(DS Gowning (M)),P2_K-GMP_1F_DS-1305(DS Gowning (M)),IN,근무영역,G,보조업무공간,2,G2,"준비, 식사, 휴게"
498,입출문기록(24.6. ~ 25. 6.),SBL P2,023-36-1-1,023-36-01-01 P2_DS동_1층_DS-1211(VIP실),P2_DS동_1층_DS-1211(VIP실),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
499,태깅문,SBL P2,023-37,023-37 P2_K-GMP_1F_DS-1303(DS Gowning (W)),P2_K-GMP_1F_DS-1303(DS Gowning (W)),IN,근무영역,G,보조업무공간,2,G2,"준비, 식사, 휴게"
500,입출문기록(24.6. ~ 25. 6.),SBL P2,023-37-1-1,023-37 P2_K-GMP_1F_DS-1303(DS Gowning (W)),P2_K-GMP_1F_DS-1303(DS Gowning (W)),IN,근무영역,G,보조업무공간,2,G2,"준비, 식사, 휴게"
501,태깅문,SBL P2,023-38,023-38 P2_GMP_1F_DS-1273(Material Vestibule (PP)),P2_GMP_1F_DS-1273(Material Vestibule (PP)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
502,입출문기록(24.6. ~ 25. 6.),SBL P2,023-38-1-1,023-38 P2_GMP_1F_DS-1273(Material Vestibule (PP)),P2_GMP_1F_DS-1273(Material Vestibule (PP)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
503,입출문기록(24.6. ~ 25. 6.),SBL P2,023-4-1-1,023-04-01-01 P2_DS동_1층_DS-1972(승강기전실 1-5),P2_DS동_1층_DS-1972(승강기전실 1-5),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
504,입출문기록(24.6. ~ 25. 6.),SBL P2,023-41-1-1,023-41 P2_GMP_2F_DS-2109(Waste Airlock (CC)),P2_GMP_2F_DS-2109(Waste Airlock (CC)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
505,입출문기록(24.6. ~ 25. 6.),SBL P2,023-42-1-1,023-42 P2_GMP_2F_DS-2405(Techcore (PP)),P2_GMP_2F_DS-2405(Techcore (PP)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
506,입출문기록(24.6. ~ 25. 6.),SBL P2,023-43-1-1,023-43 P2_GMP_2F_DS-2403(Techcore (FT)),P2_GMP_2F_DS-2403(Techcore (FT)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
507,입출문기록(24.6. ~ 25. 6.),SBL P2,023-44-1-1,023-44 P2_GMP_2F_DS-2401(Techcore (CC)),P2_GMP_2F_DS-2401(Techcore (CC)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
508,입출문기록(24.6. ~ 25. 6.),SBL P2,023-45-1-1,023-45 P2_GMP_3F_DS-3401(Techcore (PP)),P2_GMP_3F_DS-3401(Techcore (PP)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
509,입출문기록(24.6. ~ 25. 6.),SBL P2,023-46-1-1,023-46-01-01 P2_DS동_2층_DS-2503(UPS실1-4계단실측),P2_DS동_2층_DS-2503(UPS실1-4계단실측),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
510,태깅문,SBL P2,023-47-01-01,023-47-01-01 P2_DS동_2층_DS-2503(UPS실),P2_DS동_2층_DS-2503(UPS실),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
511,입출문기록(24.6. ~ 25. 6.),SBL P2,023-47-1-1,023-47-01-01 P2_DS동_2층_DS-2503(UPS실),P2_DS동_2층_DS-2503(UPS실),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
512,입출문기록(24.6. ~ 25. 6.),SBL P2,023-48-1-1,023-48 P2_GMP_2F_DS-2405(Techcore (PP)),P2_GMP_2F_DS-2405(Techcore (PP)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
513,태깅문,SBL P2,023-49-01-01,023-49-01-01 P2_DS동_2층_DS-2510(공조기실),P2_DS동_2층_DS-2510(공조기실),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
514,입출문기록(24.6. ~ 25. 6.),SBL P2,023-49-1-1,023-49-01-01 P2_DS동_2층_DS-2510(공조기실),P2_DS동_2층_DS-2510(공조기실),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
515,입출문기록(24.6. ~ 25. 6.),SBL P2,023-50-1-1,023-50-01-01 P2_DS동_2층_DS-2601(통신실),P2_DS동_2층_DS-2601(통신실),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
516,입출문기록(24.6. ~ 25. 6.),SBL P2,023-5-1-1,023-05 P2_GMP_1F_DS-1505(Utility Room) 입문,P2_GMP_1F_DS-1505(Utility Room) 입문,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
517,입출문기록(24.6. ~ 25. 6.),SBL P2,023-51-1-1,023-51-01-01 P2_DS동_2층_DS-2602 (전기실),P2_DS동_2층_DS-2602 (전기실),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
518,입출문기록(24.6. ~ 25. 6.),SBL P2,023-5-1-2,023-05 P2_GMP_1F_DS-1505(Utility Room) 출문,P2_GMP_1F_DS-1505(Utility Room) 출문,OUT,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
519,입출문기록(24.6. ~ 25. 6.),SBL P2,023-52-1-1,023-52 P2_GMP_2F_DS-2603(I/O ROOM),P2_GMP_2F_DS-2603(I/O ROOM),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
520,태깅문,SBL P2,023-53,023-53 P2_GMP_2F_DS-2173(Sample Receiving Room),P2_GMP_2F_DS-2173(Sample Receiving Room),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
521,입출문기록(24.6. ~ 25. 6.),SBL P2,023-53-1-1,023-53 P2_GMP_2F_DS-2173(Sample Receiving Room),P2_GMP_2F_DS-2173(Sample Receiving Room),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
522,태깅문,SBL P2,023-54-01-01,023-54-01-01 P2_DS동_2층_DS-2502(CLEAN UTILTIES RO,P2_DS동_2층_DS-2502(CLEAN UTILTIES RO,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
523,입출문기록(24.6. ~ 25. 6.),SBL P2,023-54-1-1,023-54-01-01 P2_DS동_2층_DS-2502(CLEAN UTILTIES RO,P2_DS동_2층_DS-2502(CLEAN UTILTIES RO,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
524,입출문기록(24.6. ~ 25. 6.),SBL P2,023-55-1-1,023-55 P2_GMP_2F_DS-2405(Techcore (PP)),P2_GMP_2F_DS-2405(Techcore (PP)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
525,입출문기록(24.6. ~ 25. 6.),SBL P2,023-56-1-1,023-56-01-01 P2_DS동_2층_DS-2406(리프트실),P2_DS동_2층_DS-2406(리프트실),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
526,입출문기록(24.6. ~ 25. 6.),SBL P2,023-57-1-1,023-57 P2_GMP_2F_DS-2403(Techcore (FT)),P2_GMP_2F_DS-2403(Techcore (FT)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
527,입출문기록(24.6. ~ 25. 6.),SBL P2,023-58-1-1,023-58 P2_GMP_2F_DP-2671(Material Buffer),P2_GMP_2F_DP-2671(Material Buffer),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
528,태깅문,SBL P2,023-59,023-59 P2_GMP_2F_DS-2605A(DS Control Room),P2_GMP_2F_DS-2605A(DS Control Room),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
529,입출문기록(24.6. ~ 25. 6.),SBL P2,023-59-1-1,023-59 P2_GMP_2F_DS-2605A(DS Control Room),P2_GMP_2F_DS-2605A(DS Control Room),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
530,입출문기록(24.6. ~ 25. 6.),SBL P2,023-60-1-1,023-60-01 P2_DS동_2층_DS-2505(전기실),P2_DS동_2층_DS-2505(전기실),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
531,입출문기록(24.6. ~ 25. 6.),SBL P2,023-6-1-1,023-06-01-01 P2_DS동_1층_DS-1927(계단실 1-7),P2_DS동_1층_DS-1927(계단실 1-7),IN,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
532,입출문기록(24.6. ~ 25. 6.),SBL P2,023-61-1-1,023-61 P2_K-GMP_2F_DS-2605B(DS Control Room - S/V),P2_K-GMP_2F_DS-2605B(DS Control Room - S/V),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
533,입출문기록(24.6. ~ 25. 6.),SBL P2,023-62-1-1,023-62 P2_GMP_4F_DS-4102(Waste Airlock (CC)),P2_GMP_4F_DS-4102(Waste Airlock (CC)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
534,입출문기록(24.6. ~ 25. 6.),SBL P2,023-63-1-1,023-63-01-01 P2_DS동_4층_DS-4601(통신실),P2_DS동_4층_DS-4601(통신실),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
535,태깅문,SBL P2,023-64,023-64 P2_GMP_4F_DS-4402(Techcore (CC)),P2_GMP_4F_DS-4402(Techcore (CC)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
536,입출문기록(24.6. ~ 25. 6.),SBL P2,023-64-1-1,023-64 P2_GMP_4F_DS-4402(Techcore (CC)),P2_GMP_4F_DS-4402(Techcore (CC)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
537,입출문기록(24.6. ~ 25. 6.),SBL P2,023-65-1-1,023-65 P2_GMP_4F_DS-4209(IBC Storage (PP)),P2_GMP_4F_DS-4209(IBC Storage (PP)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
538,입출문기록(24.6. ~ 25. 6.),SBL P2,023-65-1-1,023-65 P2_4F_IBC Staging Room(DS-4209),P2_4F_IBC Staging Room(DS-4209),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
539,입출문기록(24.6. ~ 25. 6.),SBL P2,023-66-1-1,023-66 P2_GMP_4F_DS-4401(Techcore (CC)),P2_GMP_4F_DS-4401(Techcore (CC)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
540,태깅문,SBL P2,023-67-01,023-67-01 P2_DS동_4층_DS-4505(공조기실),P2_DS동_4층_DS-4505(공조기실),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
541,입출문기록(24.6. ~ 25. 6.),SBL P2,023-67-1-1,023-67-01 P2_DS동_4층_DS-4505(공조기실),P2_DS동_4층_DS-4505(공조기실),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
542,태깅문,SBL P2,023-68-01-01,023-68-01-01 P2_DS동_4층_DS-4602(전기실),P2_DS동_4층_DS-4602(전기실),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
543,입출문기록(24.6. ~ 25. 6.),SBL P2,023-68-1-1,023-68-01-01 P2_DS동_4층_DS-4602(전기실),P2_DS동_4층_DS-4602(전기실),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
544,태깅문,SBL P2,023-69,023-69 P2_GMP_4F_DS-4209(IBC Storage (PP)),P2_GMP_4F_DS-4209(IBC Storage (PP)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
545,입출문기록(24.6. ~ 25. 6.),SBL P2,023-69-1-1,023-69 P2_GMP_4F_DS-4209(IBC Storage (PP)),P2_GMP_4F_DS-4209(IBC Storage (PP)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
546,태깅문,SBL P2,023-70,023-70 P2_GMP_4F_DS-4603(I/O ROOM),P2_GMP_4F_DS-4603(I/O ROOM),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
547,입출문기록(24.6. ~ 25. 6.),SBL P2,023-70-1-1,023-70 P2_GMP_4F_DS-4603(I/O ROOM),P2_GMP_4F_DS-4603(I/O ROOM),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
548,입출문기록(24.6. ~ 25. 6.),SBL P2,023-7-1-1,023-07-01-01 P2_DS동_1층_DS-1977(승강기전실 1-7),P2_DS동_1층_DS-1977(승강기전실 1-7),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
549,입출문기록(24.6. ~ 25. 6.),SBL P2,023-71-1-1,023-71 P2_GMP_4F_DS-4272(Waste Airlock (PP)),P2_GMP_4F_DS-4272(Waste Airlock (PP)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
550,태깅문,SBL P2,023-72-01-01,023-72-01-01 P2_DS동_4층_DS-4501(공조기실),P2_DS동_4층_DS-4501(공조기실),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
551,입출문기록(24.6. ~ 25. 6.),SBL P2,023-72-1-1,023-72-01-01 P2_DS동_4층_DS-4501(공조기실),P2_DS동_4층_DS-4501(공조기실),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
552,태깅문,SBL P2,023-73,023-73 P2_GMP_4F_DS-4276(Material Vestibule (PP)),P2_GMP_4F_DS-4276(Material Vestibule (PP)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
553,입출문기록(24.6. ~ 25. 6.),SBL P2,023-73-1-1,023-73 P2_GMP_4F_DS-4276(Material Vestibule (PP)),P2_GMP_4F_DS-4276(Material Vestibule (PP)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
554,태깅문,SBL P2,023-74,023-74 P2_GMP_4F_DS-4402(Techcore (CC)),P2_GMP_4F_DS-4402(Techcore (CC)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
555,입출문기록(24.6. ~ 25. 6.),SBL P2,023-74-1-1,023-74 P2_GMP_4F_DS-4402(Techcore (CC)),P2_GMP_4F_DS-4402(Techcore (CC)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
556,입출문기록(24.6. ~ 25. 6.),SBL P2,023-75-1-1,023-75 P2_DS동_4층_DS-4701(VIP회의실),P2_DS동_4층_DS-4701(VIP회의실),IN,근무영역,G,협업공간,3,G3,"회의, 식사, 휴게"
557,태깅문,SBL P2,023-76-01-01,023-76-01-01 P2_DS동_5층_PD-5201(사무실),P2_DS동_5층_PD-5201(사무실),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
558,입출문기록(24.6. ~ 25. 6.),SBL P2,023-76-1-1,023-76 P2_GMP_5F_PD-5104(Cell Culture Process),P2_GMP_5F_PD-5104(Cell Culture Process),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
559,입출문기록(24.6. ~ 25. 6.),SBL P2,023-76-1-1,023-76-01-01 P2_DS동_5층_PD-5201(사무실),P2_DS동_5층_PD-5201(사무실),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
560,입출문기록(24.6. ~ 25. 6.),SBL P2,023-77-1-1,023-77 P2_DS동_5층_DS-5131(창고),P2_DS동_5층_DS-5131(창고),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
561,입출문기록(24.6. ~ 25. 6.),SBL P2,023-78-1-1,023-78-01-01 P2_DS동_5층_DS-5602(전기실),P2_DS동_5층_DS-5602(전기실),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
562,태깅문,SBL P2,023-79-01-01,023-79-01-01 P2_DS동_5층_PD-5123E(복도),P2_DS동_5층_PD-5123E(복도),IN,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
563,입출문기록(24.6. ~ 25. 6.),SBL P2,023-79-1-1,023-79 P2_GMP_5F_PD-5128(Storage-2),P2_GMP_5F_PD-5128(Storage-2),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
564,입출문기록(24.6. ~ 25. 6.),SBL P2,023-79-1-1,023-79-01-01 P2_DS동_5층_PD-5123E(복도),P2_DS동_5층_PD-5123E(복도),IN,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
565,태깅문,SBL P2,023-80,023-80 P2_GMP_5F_DS-5603(I/O ROOM),P2_GMP_5F_DS-5603(I/O ROOM),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
566,입출문기록(24.6. ~ 25. 6.),SBL P2,023-80-1-1,023-80 P2_GMP_5F_DS-5603(I/O ROOM),P2_GMP_5F_DS-5603(I/O ROOM),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
567,입출문기록(24.6. ~ 25. 6.),SBL P2,023-8-1-1,023-08 P2_DS동_1층_DS-1701(Spare Part)[서측],P2_DS동_1층_DS-1701(Spare Part)[서측],IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
568,입출문기록(24.6. ~ 25. 6.),SBL P2,023-81-1-1,023-81 P2_DS동_옥상_DS-R926(계단실#1-6),P2_DS동_옥상_DS-R926(계단실#1-6),IN,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
569,입출문기록(24.6. ~ 25. 6.),SBL P2,023-82-1-1,023-82 P2_K-GMP_5F_DS-5147(Small Media Prep Gown.),P2_K-GMP_5F_DS-5147(Small Media Prep Gown.),IN,근무영역,G,보조업무공간,2,G2,"준비, 식사, 휴게"
570,태깅문,SBL P2,023-83,023-83 P2_GMP_5F_DS-5172(Material Vestibule (CC)),P2_GMP_5F_DS-5172(Material Vestibule (CC)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
571,입출문기록(24.6. ~ 25. 6.),SBL P2,023-83-1-1,023-83 P2_GMP_5F_DS-5172(Material Vestibule (CC)),P2_GMP_5F_DS-5172(Material Vestibule (CC)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
572,입출문기록(24.6. ~ 25. 6.),SBL P2,023-85-1-1,023-85-01-01 P2_DS동_5층_DS-5601(통신실),P2_DS동_5층_DS-5601(통신실),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
573,입출문기록(24.6. ~ 25. 6.),SBL P2,023-86-1-1,023-86 P2_GMP_5F_DS-5103(Waste Airlock (CC)),P2_GMP_5F_DS-5103(Waste Airlock (CC)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
574,입출문기록(24.6. ~ 25. 6.),SBL P2,023-87-1-1,023-87 P2_GMP_5F_DS-5401(Techcore (CC)),P2_GMP_5F_DS-5401(Techcore (CC)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
